ID_Processo,Data_Distribuicao,Tipo_Acao,Tempo_Tramitacao_Meses,Tempo_Liquidacao_Meses,Valor_Efetivado_BRL
PRC-200277,2020-05-12,Trabalhista,18,5,48911.15
PRC-200390,2020-05-12,Cível,19,6,123502.62
PRC-201736,2020-05-14,Trabalhista,24,6,55917.43
PRC-202404,2020-05-15,Trabalhista,20,2,62000.41
PRC-200415,2020-05-18,Trabalhista,25,4,81211.01
PRC-201321,2020-05-19,Trabalhista,27,3,47401.33
PRC-200642,2020-05-19,Trabalhista,39,4,82951.85
PRC-200289,2020-05-19,Trabalhista,59,5,90978.02
PRC-201693,2020-05-20,Fraude,36,3,417178.99
PRC-201166,2020-05-20,Cível,36,3,120536.66
PRC-201224,2020-05-20,Trabalhista,17,3,63788.33
PRC-201304,2020-05-21,Cível,33,4,116859.41
PRC-200319,2020-05-21,Trabalhista,13,9,51540.65
PRC-200153,2020-05-22,Trabalhista,8,4,42727.43
PRC-200370,2020-05-23,Fraude,27,1,322611.97
PRC-201296,2020-05-24,Trabalhista,64,5,83790.72
PRC-200673,2020-05-24,Trabalhista,39,3,74262.82
PRC-201439,2020-05-25,Trabalhista,25,5,57066.99
PRC-200008,2020-05-30,Trabalhista,33,4,68631.27
PRC-201952,2020-05-30,Trabalhista,17,6,65781.95
PRC-201198,2020-06-01,Cível,14,3,65653.4
PRC-200496,2020-06-01,Trabalhista,27,6,55110.74
PRC-200295,2020-06-01,Trabalhista,25,1,71305.9
PRC-200196,2020-06-02,Cível,45,5,91597.56
PRC-201287,2020-06-02,Trabalhista,36,4,76613.88
PRC-201015,2020-06-03,Cível,45,3,154488.12
PRC-200290,2020-06-04,Fraude,33,2,292068.17
PRC-201163,2020-06-05,Cível,43,4,131601.6
PRC-201631,2020-06-05,Trabalhista,37,2,53338.99
PRC-200513,2020-06-06,Cível,17,3,110467.05
PRC-202341,2020-06-07,Fraude,27,4,356612.57
PRC-200106,2020-06-07,Trabalhista,12,5,68931.22
PRC-201294,2020-06-07,Cível,16,4,93294.16
PRC-201977,2020-06-08,Trabalhista,21,8,63962.06
PRC-201950,2020-06-09,Fraude,13,5,218711.17
PRC-200492,2020-06-09,Trabalhista,14,6,60285.11
PRC-201333,2020-06-09,Cível,14,4,93584.88
PRC-201541,2020-06-10,Fraude,30,3,309572.91
PRC-200154,2020-06-10,Cível,29,2,110976.4
PRC-200903,2020-06-11,Trabalhista,31,3,48826.59
PRC-202241,2020-06-12,Fraude,29,7,344733.02
PRC-200441,2020-06-13,Cível,34,2,131626.53
PRC-202374,2020-06-13,Trabalhista,18,1,62895.19
PRC-201246,2020-06-15,Fraude,16,6,231367.71
PRC-202452,2020-06-15,Trabalhista,65,5,88992.15
PRC-201348,2020-06-15,Cível,44,4,133780.74
PRC-200825,2020-06-16,Cível,33,1,140959.18
PRC-202266,2020-06-17,Trabalhista,72,2,94075.43
PRC-200797,2020-06-17,Trabalhista,35,7,71626.72
PRC-200946,2020-06-19,Fraude,15,3,386119.57
PRC-202480,2020-06-20,Trabalhista,23,4,80163.49
PRC-200482,2020-06-20,Trabalhista,26,6,61212.29
PRC-202133,2020-06-20,Trabalhista,15,4,54945.47
PRC-200003,2020-06-21,Trabalhista,41,3,73433.96
PRC-201042,2020-06-22,Trabalhista,40,2,61791.85
PRC-201988,2020-06-22,Trabalhista,23,6,55037.2
PRC-202041,2020-06-22,Trabalhista,56,3,74469.83
PRC-201928,2020-06-23,Trabalhista,28,6,58860.14
PRC-201028,2020-06-24,Trabalhista,50,1,91371.8
PRC-200126,2020-06-24,Cível,18,1,110289.1
PRC-201630,2020-06-25,Cível,11,1,80324.62
PRC-201636,2020-06-26,Trabalhista,15,5,60529.64
PRC-200047,2020-06-28,Trabalhista,11,2,44822.2
PRC-201148,2020-06-29,Cível,37,2,129849.05
PRC-201721,2020-06-30,Fraude,31,4,332152.45
PRC-201879,2020-07-01,Trabalhista,31,7,61791.09
PRC-201165,2020-07-01,Cível,27,6,49584.53
PRC-200141,2020-07-01,Trabalhista,66,4,109247.46
PRC-202260,2020-07-02,Cível,11,4,92946.56
PRC-201597,2020-07-04,Fraude,26,4,408174.85
PRC-201261,2020-07-04,Cível,28,3,138828.53
PRC-200964,2020-07-06,Trabalhista,11,6,15327.08
PRC-202401,2020-07-07,Fraude,29,8,233346.97
PRC-202098,2020-07-07,Cível,50,3,165177.14
PRC-202106,2020-07-07,Cível,16,5,110431.33
PRC-200923,2020-07-08,Cível,23,7,91191.57
PRC-201888,2020-07-08,Cível,48,9,153179.47
PRC-201845,2020-07-09,Trabalhista,22,5,62107.71
PRC-202345,2020-07-09,Trabalhista,16,5,42068.39
PRC-201686,2020-07-11,Cível,15,4,85848.69
PRC-201251,2020-07-11,Trabalhista,21,5,71308.06
PRC-200874,2020-07-11,Fraude,45,4,392535.61
PRC-201793,2020-07-12,Trabalhista,35,4,96808.74
PRC-200683,2020-07-13,Trabalhista,40,4,83788.58
PRC-201019,2020-07-13,Fraude,22,5,276726.86
PRC-201978,2020-07-13,Cível,31,3,95755.24
PRC-201558,2020-07-14,Cível,26,5,123744.13
PRC-200993,2020-07-14,Trabalhista,18,5,79084.05
PRC-201628,2020-07-15,Fraude,22,6,374670.12
PRC-200124,2020-07-17,Trabalhista,28,2,73121.54
PRC-200130,2020-07-17,Trabalhista,19,4,52427.84
PRC-200302,2020-07-18,Trabalhista,27,7,49996.04
PRC-201877,2020-07-18,Trabalhista,24,5,69099.43
PRC-201588,2020-07-20,Trabalhista,44,9,74666.53
PRC-201744,2020-07-24,Trabalhista,17,4,79380.36
PRC-201078,2020-07-24,Trabalhista,32,4,64390.91
PRC-202198,2020-07-26,Trabalhista,39,3,76661.43
PRC-202354,2020-07-27,Cível,13,3,74217.72
PRC-200959,2020-07-28,Cível,23,1,69702.81
PRC-200174,2020-07-28,Trabalhista,44,5,71615.67
PRC-201805,2020-07-30,Cível,30,2,108608.67
PRC-200042,2020-07-30,Fraude,12,2,149182.63
PRC-201904,2020-07-30,Cível,30,6,104835.94
PRC-200997,2020-07-30,Fraude,49,6,389337.59
PRC-200012,2020-07-31,Cível,17,4,112891.49
PRC-200320,2020-08-01,Trabalhista,31,3,74570.35
PRC-201004,2020-08-01,Cível,27,2,95668.3
PRC-200624,2020-08-01,Trabalhista,16,3,61582.07
PRC-200987,2020-08-02,Trabalhista,31,5,62897.39
PRC-201018,2020-08-02,Cível,31,6,151997.59
PRC-201207,2020-08-03,Trabalhista,35,3,60159.22
PRC-200627,2020-08-03,Cível,28,5,107629.54
PRC-200754,2020-08-03,Fraude,25,5,295678.3
PRC-200360,2020-08-04,Trabalhista,42,2,84867.65
PRC-201857,2020-08-04,Trabalhista,49,3,80263.74
PRC-201290,2020-08-05,Trabalhista,66,5,87443.07
PRC-200558,2020-08-07,Cível,13,4,91650.34
PRC-200917,2020-08-07,Cível,43,4,124213.58
PRC-201578,2020-08-07,Trabalhista,33,3,76768.95
PRC-202428,2020-08-08,Trabalhista,17,4,65520.92
PRC-201003,2020-08-09,Cível,18,7,123389.11
PRC-200163,2020-08-09,Trabalhista,16,2,45308.7
PRC-201526,2020-08-10,Trabalhista,34,3,74094.51
PRC-201192,2020-08-10,Trabalhista,52,4,90728.77
PRC-201972,2020-08-11,Trabalhista,54,4,96028.91
PRC-200856,2020-08-12,Fraude,22,3,292938.36
PRC-201001,2020-08-12,Trabalhista,29,4,73279.26
PRC-202179,2020-08-13,Trabalhista,30,8,59703.11
PRC-200908,2020-08-14,Trabalhista,41,3,68545.09
PRC-201467,2020-08-16,Trabalhista,32,5,59201.01
PRC-201336,2020-08-17,Trabalhista,19,3,52090.52
PRC-201438,2020-08-19,Trabalhista,26,2,87015.57
PRC-200795,2020-08-19,Cível,30,3,130339.31
PRC-200690,2020-08-21,Trabalhista,18,3,50599.21
PRC-201716,2020-08-22,Fraude,27,5,427547.92
PRC-202293,2020-08-24,Trabalhista,26,4,66682.24
PRC-201249,2020-08-25,Trabalhista,34,2,67395.99
PRC-201560,2020-08-27,Trabalhista,47,6,90993.82
PRC-201077,2020-08-29,Trabalhista,28,4,49907.96
PRC-201475,2020-08-30,Trabalhista,50,3,93606.08
PRC-202326,2020-08-30,Cível,9,4,75647.5
PRC-200217,2020-08-30,Cível,32,4,107715.98
PRC-202257,2020-08-30,Trabalhista,16,3,69200.98
PRC-202350,2020-08-31,Trabalhista,59,3,91714.22
PRC-200677,2020-08-31,Trabalhista,22,4,73883.73
PRC-200066,2020-08-31,Fraude,32,3,376145.16
PRC-201291,2020-09-01,Fraude,27,8,282017.0
PRC-200876,2020-09-01,Cível,30,6,101371.02
PRC-201000,2020-09-02,Trabalhista,46,2,93895.0
PRC-202399,2020-09-03,Trabalhista,33,2,87055.41
PRC-201235,2020-09-03,Trabalhista,46,5,81223.93
PRC-200431,2020-09-03,Cível,32,7,134074.9
PRC-201515,2020-09-04,Fraude,24,4,246496.13
PRC-201470,2020-09-05,Trabalhista,51,7,101812.63
PRC-202237,2020-09-05,Trabalhista,19,3,55664.52
PRC-201102,2020-09-05,Cível,16,3,75849.5
PRC-200332,2020-09-06,Fraude,23,6,420028.53
PRC-200238,2020-09-06,Trabalhista,20,5,63260.8
PRC-201384,2020-09-08,Trabalhista,17,6,44449.85
PRC-202427,2020-09-08,Cível,44,3,130577.49
PRC-202328,2020-09-10,Trabalhista,23,4,70099.64
PRC-201293,2020-09-10,Trabalhista,34,2,76981.44
PRC-202442,2020-09-11,Cível,37,5,107631.65
PRC-201281,2020-09-11,Cível,29,4,129300.75
PRC-201388,2020-09-12,Cível,45,3,121011.78
PRC-202431,2020-09-15,Cível,16,6,109312.01
PRC-202205,2020-09-16,Cível,32,5,133215.76
PRC-200270,2020-09-16,Cível,30,2,114761.91
PRC-200844,2020-09-17,Fraude,46,3,333056.37
PRC-201068,2020-09-17,Trabalhista,38,4,75603.05
PRC-200098,2020-09-17,Fraude,13,7,284361.23
PRC-200925,2020-09-18,Fraude,62,2,576958.72
PRC-200483,2020-09-19,Trabalhista,39,4,59906.0
PRC-200944,2020-09-20,Trabalhista,19,7,56525.21
PRC-200385,2020-09-20,Cível,27,2,61823.52
PRC-202038,2020-09-20,Trabalhista,16,6,76862.35
PRC-202362,2020-09-25,Trabalhista,21,4,63255.48
PRC-202059,2020-09-25,Trabalhista,19,1,53467.2
PRC-200487,2020-09-26,Trabalhista,47,4,62197.02
PRC-200962,2020-09-27,Trabalhista,47,2,83445.45
PRC-200751,2020-09-28,Cível,14,3,85261.63
PRC-201441,2020-09-28,Fraude,39,6,357348.15
PRC-202175,2020-09-28,Cível,21,3,126205.09
PRC-201401,2020-09-30,Trabalhista,26,7,76916.9
PRC-202465,2020-10-01,Trabalhista,28,5,75996.0
PRC-200445,2020-10-03,Cível,36,3,105651.45
PRC-200249,2020-10-03,Cível,70,5,155437.88
PRC-200682,2020-10-04,Trabalhista,18,4,60337.91
PRC-201310,2020-10-05,Fraude,67,1,514472.86
PRC-200084,2020-10-08,Trabalhista,35,4,79706.15
PRC-200915,2020-10-08,Trabalhista,19,5,43316.43
PRC-201523,2020-10-09,Fraude,21,6,418941.67
PRC-202251,2020-10-10,Cível,28,2,112567.86
PRC-200643,2020-10-11,Trabalhista,32,6,87014.2
PRC-201381,2020-10-12,Trabalhista,17,2,66251.04
PRC-201659,2020-10-12,Trabalhista,27,2,63522.03
PRC-201191,2020-10-13,Trabalhista,21,6,59853.03
PRC-201496,2020-10-13,Trabalhista,15,4,57431.65
PRC-201104,2020-10-13,Cível,65,7,176351.74
PRC-202000,2020-10-13,Trabalhista,66,8,103261.4
PRC-202084,2020-10-16,Trabalhista,33,3,75148.11
PRC-200619,2020-10-20,Cível,20,4,114544.18
PRC-200145,2020-10-20,Fraude,31,2,414126.81
PRC-202336,2020-10-21,Trabalhista,34,2,96759.93
PRC-201263,2020-10-25,Trabalhista,61,6,110997.55
PRC-201228,2020-10-26,Cível,26,5,105415.18
PRC-201461,2020-10-26,Trabalhista,30,7,71238.65
PRC-200713,2020-10-26,Trabalhista,26,7,39926.4
PRC-200772,2020-10-27,Fraude,59,2,458293.34
PRC-202258,2020-10-27,Trabalhista,42,2,90276.96
PRC-200588,2020-10-27,Fraude,42,7,440562.36
PRC-202201,2020-10-28,Fraude,22,4,174063.36
PRC-201593,2020-10-29,Fraude,21,3,395166.82
PRC-202471,2020-10-30,Cível,20,4,142424.66
PRC-202176,2020-10-30,Trabalhista,47,5,103396.92
PRC-200506,2020-11-01,Cível,29,6,105003.5
PRC-200091,2020-11-01,Cível,13,1,77221.22
PRC-200061,2020-11-02,Trabalhista,12,3,63309.24
PRC-200156,2020-11-02,Trabalhista,14,4,55360.73
PRC-200011,2020-11-02,Cível,37,3,110364.48
PRC-201049,2020-11-02,Fraude,20,11,255292.38
PRC-202061,2020-11-03,Trabalhista,24,2,62238.2
PRC-200953,2020-11-03,Cível,36,3,93797.48
PRC-202467,2020-11-05,Fraude,37,2,386899.79
PRC-202392,2020-11-07,Trabalhista,14,3,88912.93
PRC-201795,2020-11-09,Fraude,21,5,416840.53
PRC-202353,2020-11-11,Cível,19,2,113263.15
PRC-200086,2020-11-11,Cível,16,3,113912.02
PRC-200421,2020-11-11,Cível,18,3,75264.19
PRC-202317,2020-11-13,Trabalhista,24,6,46313.59
PRC-201501,2020-11-14,Trabalhista,35,4,65927.48
PRC-201791,2020-11-15,Cível,51,3,120508.16
PRC-200069,2020-11-16,Cível,51,5,133801.58
PRC-201229,2020-11-17,Trabalhista,26,4,57189.43
PRC-200173,2020-11-17,Trabalhista,30,5,73569.19
PRC-200991,2020-11-18,Trabalhista,31,5,43588.96
PRC-200087,2020-11-19,Trabalhista,30,3,66588.54
PRC-202148,2020-11-24,Trabalhista,26,6,68758.32
PRC-200309,2020-11-28,Trabalhista,25,5,83420.91
PRC-200610,2020-11-30,Fraude,29,7,307109.55
PRC-200349,2020-11-30,Trabalhista,14,2,53489.65
PRC-201801,2020-12-01,Cível,34,6,95985.9
PRC-201788,2020-12-02,Fraude,51,2,404817.32
PRC-200976,2020-12-02,Trabalhista,79,2,111148.81
PRC-201184,2020-12-03,Fraude,12,4,367022.32
PRC-202485,2020-12-03,Cível,15,6,106012.23
PRC-200186,2020-12-03,Cível,11,5,93887.53
PRC-200723,2020-12-04,Cível,17,5,69936.14
PRC-200618,2020-12-06,Cível,23,3,128710.04
PRC-200831,2020-12-07,Trabalhista,22,2,45028.86
PRC-200252,2020-12-08,Cível,20,2,120940.15
PRC-202115,2020-12-09,Trabalhista,27,1,72710.07
PRC-201413,2020-12-09,Fraude,35,4,412330.1
PRC-202319,2020-12-09,Trabalhista,27,5,88372.64
PRC-200074,2020-12-12,Cível,22,3,117528.76
PRC-201846,2020-12-13,Fraude,26,2,253248.03
PRC-202457,2020-12-13,Trabalhista,27,3,71791.88
PRC-202390,2020-12-15,Trabalhista,34,3,77225.0
PRC-202030,2020-12-15,Trabalhista,18,3,47620.2
PRC-202279,2020-12-18,Fraude,18,7,393771.53
PRC-200223,2020-12-18,Trabalhista,20,2,83027.92
PRC-200854,2020-12-18,Trabalhista,48,3,88319.46
PRC-200571,2020-12-18,Cível,34,5,147088.24
PRC-201382,2020-12-19,Cível,44,4,143160.39
PRC-201045,2020-12-19,Trabalhista,28,2,52138.53
PRC-200826,2020-12-21,Trabalhista,20,5,72898.4
PRC-201221,2020-12-22,Trabalhista,16,4,60385.18
PRC-201546,2020-12-22,Cível,43,2,130436.07
PRC-200178,2020-12-24,Cível,35,4,140574.89
PRC-200573,2020-12-24,Trabalhista,66,5,97979.99
PRC-200030,2020-12-24,Trabalhista,27,3,65164.08
PRC-201414,2020-12-24,Trabalhista,23,8,58469.32
PRC-202049,2020-12-25,Fraude,14,4,363545.33
PRC-201906,2020-12-25,Cível,38,2,120452.76
PRC-200056,2020-12-25,Fraude,54,4,466724.15
PRC-200587,2020-12-27,Fraude,28,5,378955.39
PRC-202413,2020-12-27,Fraude,29,5,424918.08
PRC-200248,2020-12-27,Cível,45,4,136003.35
PRC-201488,2020-12-28,Trabalhista,36,5,83520.31
PRC-202193,2020-12-28,Trabalhista,28,4,56741.26
PRC-200886,2020-12-29,Trabalhista,26,2,55826.12
PRC-201024,2020-12-30,Cível,39,4,133872.4
PRC-201561,2020-12-30,Trabalhista,28,3,81195.64
PRC-201111,2020-12-31,Trabalhista,24,5,71839.71
PRC-201008,2021-01-01,Trabalhista,28,4,71256.59
PRC-201259,2021-01-01,Trabalhista,20,3,60839.34
PRC-200786,2021-01-01,Trabalhista,23,7,65829.2
PRC-202212,2021-01-02,Fraude,43,4,337996.71
PRC-201834,2021-01-03,Cível,35,6,85773.05
PRC-200095,2021-01-03,Trabalhista,8,5,41251.31
PRC-202267,2021-01-03,Cível,28,2,91613.11
PRC-200046,2021-01-03,Trabalhista,50,4,89739.5
PRC-202135,2021-01-03,Cível,43,5,130658.78
PRC-200958,2021-01-03,Trabalhista,24,4,69132.11
PRC-200461,2021-01-04,Trabalhista,35,3,59996.71
PRC-201690,2021-01-06,Trabalhista,18,2,60872.26
PRC-202400,2021-01-07,Trabalhista,13,5,54261.83
PRC-200229,2021-01-07,Trabalhista,23,6,51289.61
PRC-202473,2021-01-09,Cível,45,3,138485.39
PRC-200440,2021-01-09,Fraude,29,5,347938.3
PRC-202342,2021-01-10,Fraude,27,2,317348.09
PRC-201086,2021-01-10,Trabalhista,15,2,57164.84
PRC-200341,2021-01-10,Trabalhista,20,5,47005.93
PRC-201486,2021-01-11,Trabalhista,51,7,81701.35
PRC-200119,2021-01-11,Trabalhista,23,3,63698.01
PRC-200521,2021-01-12,Trabalhista,21,1,58184.03
PRC-201783,2021-01-14,Trabalhista,12,3,46745.57
PRC-200442,2021-01-16,Trabalhista,36,2,96687.98
PRC-200102,2021-01-16,Trabalhista,29,5,67092.46
PRC-201074,2021-01-17,Cível,21,3,42120.2
PRC-201916,2021-01-18,Cível,32,5,110475.7
PRC-200244,2021-01-18,Fraude,30,4,407076.12
PRC-200909,2021-01-19,Trabalhista,26,3,62604.71
PRC-201043,2021-01-21,Trabalhista,34,5,81890.18
PRC-200272,2021-01-21,Cível,15,5,92048.94
PRC-200983,2021-01-22,Fraude,20,2,306920.51
PRC-201170,2021-01-22,Trabalhista,17,4,58196.51
PRC-202199,2021-01-23,Trabalhista,37,4,63430.21
PRC-201652,2021-01-24,Trabalhista,12,4,52486.99
PRC-201708,2021-01-24,Trabalhista,45,2,71841.75
PRC-201186,2021-01-26,Trabalhista,33,2,100913.09
PRC-201953,2021-01-26,Cível,57,1,148518.04
PRC-200158,2021-01-28,Trabalhista,17,3,39401.33
PRC-200142,2021-01-29,Trabalhista,23,8,57752.28
PRC-201920,2021-01-29,Trabalhista,18,2,67910.77
PRC-200129,2021-01-29,Trabalhista,16,6,59447.63
PRC-200775,2021-01-31,Fraude,22,3,315188.05
PRC-200234,2021-02-01,Trabalhista,26,6,49536.85
PRC-202383,2021-02-02,Trabalhista,13,2,49249.96
PRC-202232,2021-02-03,Cível,10,2,44434.81
PRC-201643,2021-02-05,Trabalhista,20,2,73285.23
PRC-200363,2021-02-06,Trabalhista,20,3,85464.97
PRC-201742,2021-02-07,Cível,25,6,145255.8
PRC-202444,2021-02-07,Trabalhista,36,4,80219.73
PRC-200434,2021-02-08,Fraude,23,4,293775.77
PRC-200615,2021-02-08,Cível,41,4,128043.79
PRC-201157,2021-02-08,Cível,28,3,79465.5
PRC-201771,2021-02-09,Cível,43,6,152760.8
PRC-200416,2021-02-09,Trabalhista,21,4,66296.39
PRC-200974,2021-02-09,Fraude,9,4,328776.13
PRC-200951,2021-02-10,Trabalhista,38,5,76894.4
PRC-202055,2021-02-11,Trabalhista,38,6,94168.44
PRC-200014,2021-02-11,Trabalhista,31,7,72592.02
PRC-202206,2021-02-14,Trabalhista,21,3,49081.43
PRC-202046,2021-02-15,Fraude,11,6,212524.54
PRC-200980,2021-02-15,Trabalhista,24,2,72597.77
PRC-200265,2021-02-19,Cível,35,4,136469.83
PRC-202295,2021-02-20,Fraude,45,6,338878.02
PRC-200053,2021-02-20,Cível,17,4,98060.47
PRC-200230,2021-02-21,Cível,21,5,61634.5
PRC-201442,2021-02-22,Trabalhista,22,4,47599.13
PRC-201137,2021-02-24,Trabalhista,17,4,56312.74
PRC-201416,2021-02-25,Fraude,57,5,580682.22
PRC-201698,2021-02-25,Cível,21,1,134593.0
PRC-200469,2021-02-25,Cível,13,4,87129.01
PRC-200871,2021-02-26,Trabalhista,21,4,70462.69
PRC-200692,2021-02-26,Trabalhista,19,6,56249.46
PRC-200562,2021-03-03,Fraude,30,4,380104.81
PRC-201943,2021-03-04,Cível,30,2,125628.74
PRC-202114,2021-03-04,Trabalhista,28,3,57419.81
PRC-201997,2021-03-05,Fraude,9,4,287389.69
PRC-200833,2021-03-05,Trabalhista,29,3,69478.13
PRC-202188,2021-03-06,Cível,21,5,115665.99
PRC-201622,2021-03-07,Trabalhista,15,1,74984.74
PRC-200285,2021-03-08,Fraude,11,3,398350.22
PRC-200669,2021-03-08,Trabalhista,62,3,95015.65
PRC-200520,2021-03-10,Trabalhista,21,3,56486.43
PRC-200454,2021-03-10,Fraude,22,3,304294.93
PRC-202025,2021-03-10,Trabalhista,36,4,71222.96
PRC-202249,2021-03-13,Fraude,39,1,310565.08
PRC-200996,2021-03-13,Cível,26,3,124238.38
PRC-200784,2021-03-13,Trabalhista,17,3,62041.35
PRC-202057,2021-03-16,Trabalhista,16,3,54265.28
PRC-201608,2021-03-16,Trabalhista,42,4,67389.59
PRC-202475,2021-03-19,Cível,34,4,106347.78
PRC-201700,2021-03-19,Cível,20,5,121748.01
PRC-202222,2021-03-20,Fraude,28,3,422328.77
PRC-200574,2021-03-23,Cível,28,4,123456.03
PRC-202031,2021-03-24,Trabalhista,37,5,82004.44
PRC-201897,2021-03-25,Trabalhista,48,3,85233.99
PRC-200108,2021-03-26,Trabalhista,25,4,73156.43
PRC-202100,2021-03-27,Cível,50,7,127599.31
PRC-201610,2021-03-28,Cível,24,4,108531.6
PRC-201934,2021-03-30,Trabalhista,15,6,54372.25
PRC-200629,2021-03-30,Trabalhista,15,4,48265.64
PRC-201267,2021-04-01,Trabalhista,87,5,99833.98
PRC-201575,2021-04-02,Fraude,30,4,446829.21
PRC-202208,2021-04-02,Trabalhista,24,4,56443.33
PRC-200640,2021-04-02,Fraude,12,7,220743.2
PRC-202268,2021-04-04,Trabalhista,25,2,76747.16
PRC-200595,2021-04-04,Trabalhista,20,3,41127.09
PRC-202081,2021-04-06,Fraude,15,5,415557.86
PRC-202187,2021-04-06,Cível,36,2,88031.48
PRC-200484,2021-04-06,Trabalhista,30,5,53446.44
PRC-202137,2021-04-06,Cível,27,5,77031.82
PRC-201864,2021-04-07,Cível,35,1,127965.4
PRC-201645,2021-04-09,Cível,12,3,80619.16
PRC-201171,2021-04-09,Cível,42,5,158872.69
PRC-200167,2021-04-11,Trabalhista,14,2,80382.88
PRC-200324,2021-04-11,Cível,14,8,122964.52
PRC-200708,2021-04-15,Trabalhista,36,4,76898.61
PRC-201131,2021-04-15,Trabalhista,28,3,64560.33
PRC-202076,2021-04-15,Trabalhista,43,6,71589.53
PRC-201005,2021-04-19,Trabalhista,18,2,75382.17
PRC-201640,2021-04-19,Trabalhista,29,5,65070.4
PRC-201617,2021-04-19,Trabalhista,16,3,37825.6
PRC-200902,2021-04-20,Trabalhista,28,8,57488.75
PRC-200963,2021-04-20,Trabalhista,21,3,59801.82
PRC-202274,2021-04-22,Cível,31,5,115121.74
PRC-201240,2021-04-24,Cível,52,3,151658.4
PRC-201948,2021-04-24,Trabalhista,27,4,64025.98
PRC-200660,2021-04-26,Trabalhista,46,5,67164.84
PRC-201876,2021-04-26,Trabalhista,18,3,67192.06
PRC-201614,2021-04-27,Trabalhista,60,3,122667.53
PRC-202269,2021-04-27,Trabalhista,23,4,73382.7
PRC-201426,2021-04-28,Fraude,25,4,326417.19
PRC-200438,2021-04-29,Cível,36,7,166840.54
PRC-202235,2021-04-30,Trabalhista,55,6,89359.71
PRC-201472,2021-05-01,Cível,44,3,148079.0
PRC-200353,2021-05-01,Trabalhista,34,5,91173.69
PRC-201430,2021-05-02,Trabalhista,26,3,81421.15
PRC-201264,2021-05-03,Fraude,25,2,262218.27
PRC-201445,2021-05-05,Trabalhista,56,2,102448.98
PRC-202479,2021-05-06,Cível,33,4,122453.58
PRC-200791,2021-05-07,Trabalhista,22,4,72228.41
PRC-202283,2021-05-08,Fraude,49,6,402856.7
PRC-201177,2021-05-09,Fraude,32,4,402155.97
PRC-201459,2021-05-10,Trabalhista,47,5,78490.8
PRC-200022,2021-05-12,Trabalhista,23,4,55313.86
PRC-200670,2021-05-13,Trabalhista,17,6,48887.95
PRC-200088,2021-05-13,Cível,20,3,129860.48
PRC-202466,2021-05-14,Trabalhista,20,4,80821.08
PRC-201126,2021-05-14,Fraude,15,7,389162.65
PRC-201799,2021-05-15,Fraude,53,3,446187.22
PRC-202443,2021-05-15,Cível,13,5,118434.08
PRC-200877,2021-05-15,Trabalhista,14,2,70787.31
PRC-201014,2021-05-15,Cível,42,2,116783.1
PRC-202011,2021-05-16,Fraude,40,4,403637.87
PRC-201362,2021-05-16,Trabalhista,45,2,58953.99
PRC-200929,2021-05-16,Trabalhista,28,2,75612.91
PRC-201358,2021-05-17,Trabalhista,21,3,71422.85
PRC-200502,2021-05-18,Trabalhista,21,4,65685.61
PRC-200838,2021-05-19,Trabalhista,37,4,63152.16
PRC-201090,2021-05-19,Cível,37,9,136919.18
PRC-201460,2021-05-20,Trabalhista,37,3,70137.28
PRC-200711,2021-05-21,Trabalhista,15,4,59099.99
PRC-200065,2021-05-23,Trabalhista,25,3,53133.75
PRC-200893,2021-05-25,Trabalhista,29,5,51874.37
PRC-200231,2021-05-26,Trabalhista,23,5,60925.77
PRC-202490,2021-05-27,Trabalhista,52,5,85941.54
PRC-201809,2021-05-28,Fraude,16,4,365680.06
PRC-202141,2021-06-02,Trabalhista,48,6,87915.38
PRC-200228,2021-06-03,Cível,33,4,119287.43
PRC-201236,2021-06-05,Cível,27,6,110822.82
PRC-201100,2021-06-06,Fraude,11,5,196744.66
PRC-201811,2021-06-09,Cível,39,3,128533.93
PRC-200801,2021-06-09,Trabalhista,16,5,40902.15
PRC-201214,2021-06-10,Trabalhista,49,4,79668.44
PRC-201011,2021-06-11,Cível,66,4,194497.6
PRC-200742,2021-06-11,Cível,18,5,110369.12
PRC-200927,2021-06-12,Trabalhista,22,5,80737.23
PRC-200152,2021-06-13,Fraude,43,2,412140.79
PRC-202340,2021-06-13,Cível,46,3,143123.3
PRC-201120,2021-06-14,Cível,9,3,94220.92
PRC-201320,2021-06-14,Trabalhista,15,5,39826.47
PRC-201665,2021-06-14,Cível,27,2,110819.03
PRC-201375,2021-06-16,Cível,43,3,128884.01
PRC-201002,2021-06-16,Cível,21,3,94800.61
PRC-202145,2021-06-18,Cível,20,6,108267.67
PRC-200099,2021-06-18,Fraude,18,4,259723.18
PRC-201380,2021-06-22,Trabalhista,38,8,69071.68
PRC-201737,2021-06-22,Trabalhista,27,3,66835.45
PRC-201277,2021-06-23,Cível,67,3,193339.49
PRC-201664,2021-06-23,Cível,82,2,171052.49
PRC-201929,2021-06-23,Fraude,27,6,246281.63
PRC-200303,2021-06-24,Trabalhista,45,3,97798.89
PRC-201345,2021-06-24,Trabalhista,15,2,33335.72
PRC-201237,2021-06-24,Trabalhista,31,4,71419.45
PRC-201753,2021-06-24,Trabalhista,39,2,68695.28
PRC-200579,2021-06-25,Trabalhista,22,5,83066.96
PRC-200607,2021-06-25,Trabalhista,8,4,50716.83
PRC-201394,2021-06-26,Trabalhista,23,4,72663.85
PRC-202037,2021-06-26,Trabalhista,21,4,52333.16
